Subject,Latent dimension,Feature type,Train accuracy,Test accuracy,Validation accuracy
46,10,pupil,0.6153846153846154,0.6521739130434783,0.3636363636363636
47,2,hr,0.5769230769230769,0.5652173913043478,0.6363636363636364
47,2,eda,0.5641025641025641,0.1739130434782608,0.2727272727272727
47,2,pupil,0.5641025641025641,0.6086956521739131,0.8181818181818182
47,3,hr,0.7948717948717948,0.391304347826087,0.1818181818181818
47,3,eda,0.6025641025641025,0.5217391304347826,0.8181818181818182
47,3,pupil,0.5641025641025641,0.6086956521739131,0.8181818181818182
47,4,hr,0.8205128205128205,0.391304347826087,0.1818181818181818
47,4,eda,0.6923076923076923,0.6521739130434783,0.8181818181818182
47,4,pupil,0.5641025641025641,0.6086956521739131,0.8181818181818182
47,5,hr,0.7435897435897436,0.391304347826087,0.1818181818181818
47,5,eda,0.6153846153846154,0.3043478260869565,0.2727272727272727
47,5,pupil,0.5641025641025641,0.4782608695652174,0.2727272727272727
47,6,hr,0.8589743589743589,0.391304347826087,0.1818181818181818
47,6,eda,0.6410256410256411,0.6521739130434783,0.5454545454545454
47,6,pupil,0.6025641025641025,0.5217391304347826,0.7272727272727273
47,7,hr,0.7307692307692307,0.391304347826087,0.1818181818181818
47,7,eda,0.6153846153846154,0.6521739130434783,0.6363636363636364
47,7,pupil,0.5641025641025641,0.6086956521739131,0.8181818181818182
47,8,hr,0.8333333333333334,0.391304347826087,0.1818181818181818
47,8,eda,0.6923076923076923,0.5217391304347826,0.4545454545454545
47,8,pupil,0.5897435897435898,0.6086956521739131,0.4545454545454545
47,9,hr,0.7692307692307693,0.391304347826087,0.1818181818181818
47,9,eda,0.6153846153846154,0.5217391304347826,0.2727272727272727
47,9,pupil,0.6153846153846154,0.5652173913043478,0.8181818181818182
47,10,hr,0.8333333333333334,0.5217391304347826,0.6363636363636364
47,10,eda,0.6025641025641025,0.6086956521739131,0.2727272727272727
47,10,pupil,0.6153846153846154,0.5217391304347826,0.8181818181818182
48,2,hr,0.6666666666666666,0.6086956521739131,0.4545454545454545
48,2,eda,0.6282051282051282,0.5652173913043478,0.7272727272727273
48,2,pupil,0.5384615384615384,0.5217391304347826,0.5454545454545454
48,3,hr,0.6794871794871795,0.5217391304347826,0.3636363636363636
48,3,eda,0.6025641025641025,0.5652173913043478,0.8181818181818182
48,3,pupil,0.5384615384615384,0.4782608695652174,0.4545454545454545
48,4,hr,0.9615384615384616,0.391304347826087,0.6363636363636364
48,4,eda,0.6282051282051282,0.5652173913043478,0.8181818181818182
48,4,pupil,0.6282051282051282,0.4782608695652174,0.6363636363636364
48,5,hr,1.0,0.5217391304347826,0.5454545454545454
48,5,eda,0.6025641025641025,0.4782608695652174,0.3636363636363636
48,5,pupil,0.6666666666666666,0.5652173913043478,0.4545454545454545
48,6,hr,0.9871794871794872,0.5217391304347826,0.5454545454545454
48,6,eda,0.5641025641025641,0.4782608695652174,0.6363636363636364
48,6,pupil,0.6410256410256411,0.6086956521739131,0.6363636363636364
48,7,hr,1.0,0.5217391304347826,0.5454545454545454
48,7,eda,0.5641025641025641,0.6086956521739131,0.8181818181818182
48,7,pupil,0.5897435897435898,0.4782608695652174,0.6363636363636364
48,8,hr,1.0,0.5217391304347826,0.5454545454545454
48,8,eda,0.5769230769230769,0.6086956521739131,0.6363636363636364
48,8,pupil,0.6282051282051282,0.5652173913043478,0.4545454545454545
48,9,hr,1.0,0.5217391304347826,0.5454545454545454
48,9,eda,0.5769230769230769,0.4347826086956521,0.3636363636363636
48,9,pupil,0.6282051282051282,0.391304347826087,0.6363636363636364
48,10,hr,1.0,0.5217391304347826,0.5454545454545454
48,10,eda,0.6025641025641025,0.5652173913043478,0.6363636363636364
48,10,pupil,0.6282051282051282,0.4782608695652174,0.4545454545454545
50,2,hr,0.5512820512820513,0.6956521739130435,0.4545454545454545
50,2,eda,0.6410256410256411,0.391304347826087,0.5454545454545454
50,2,pupil,0.5512820512820513,0.6956521739130435,0.4545454545454545
50,3,hr,0.6794871794871795,0.6956521739130435,0.4545454545454545
50,3,eda,0.6282051282051282,0.4347826086956521,0.5454545454545454
50,3,pupil,0.5512820512820513,0.3043478260869565,0.5454545454545454
50,4,hr,0.6794871794871795,0.6521739130434783,0.5454545454545454
50,4,eda,0.717948717948718,0.5652173913043478,0.4545454545454545
50,4,pupil,0.5512820512820513,0.3043478260869565,0.5454545454545454
50,5,hr,0.8589743589743589,0.3043478260869565,0.5454545454545454
50,5,eda,0.6923076923076923,0.5652173913043478,0.6363636363636364
50,5,pupil,0.5512820512820513,0.6956521739130435,0.4545454545454545
50,6,hr,0.9487179487179488,0.6956521739130435,0.4545454545454545
50,6,eda,0.7051282051282052,0.391304347826087,0.5454545454545454
50,6,pupil,0.5384615384615384,0.6521739130434783,0.4545454545454545
50,7,hr,0.9871794871794872,0.3043478260869565,0.5454545454545454
50,7,eda,0.6923076923076923,0.5652173913043478,0.3636363636363636
50,7,pupil,0.5897435897435898,0.6956521739130435,0.4545454545454545
50,8,hr,0.9487179487179488,0.3478260869565217,0.5454545454545454
50,8,eda,0.6538461538461539,0.5652173913043478,0.3636363636363636
50,8,pupil,0.5641025641025641,0.7391304347826086,0.4545454545454545
50,9,hr,1.0,0.3043478260869565,0.5454545454545454
50,9,eda,0.6794871794871795,0.5652173913043478,0.3636363636363636
50,9,pupil,0.5641025641025641,0.5652173913043478,0.4545454545454545
50,10,hr,1.0,0.6956521739130435,0.7272727272727273
50,10,eda,0.7307692307692307,0.5217391304347826,0.3636363636363636
50,10,pupil,0.5512820512820513,0.6086956521739131,0.3636363636363636
51,2,hr,0.6282051282051282,0.5652173913043478,0.4545454545454545
51,2,eda,0.5769230769230769,0.5652173913043478,0.6363636363636364
51,2,pupil,0.6282051282051282,0.4347826086956521,0.3636363636363636
51,3,hr,0.8333333333333334,0.5652173913043478,0.6363636363636364
51,3,eda,0.6153846153846154,0.5217391304347826,0.5454545454545454
51,3,pupil,0.6282051282051282,0.4347826086956521,0.3636363636363636
51,4,hr,0.7692307692307693,0.5652173913043478,0.6363636363636364
51,4,eda,0.5641025641025641,0.6086956521739131,0.7272727272727273
51,4,pupil,0.6282051282051282,0.5652173913043478,0.6363636363636364
51,5,hr,0.7564102564102564,0.5652173913043478,0.6363636363636364
51,5,eda,0.6282051282051282,0.4782608695652174,0.6363636363636364
51,5,pupil,0.6282051282051282,0.5652173913043478,0.6363636363636364
51,6,hr,0.7307692307692307,0.5652173913043478,0.6363636363636364
51,6,eda,0.6025641025641025,0.6521739130434783,0.8181818181818182
51,6,pupil,0.6282051282051282,0.391304347826087,0.3636363636363636
51,7,hr,0.717948717948718,0.5652173913043478,0.6363636363636364
51,7,eda,0.7692307692307693,0.5217391304347826,0.5454545454545454
51,7,pupil,0.6282051282051282,0.3043478260869565,0.2727272727272727
51,8,hr,0.7307692307692307,0.5652173913043478,0.6363636363636364
51,8,eda,0.8589743589743589,0.391304347826087,0.4545454545454545
51,8,pupil,0.6282051282051282,0.5652173913043478,0.6363636363636364
51,9,hr,0.7564102564102564,0.5652173913043478,0.6363636363636364
51,9,eda,0.6666666666666666,0.5217391304347826,0.5454545454545454
51,9,pupil,0.6282051282051282,0.5217391304347826,0.6363636363636364
51,10,hr,0.8846153846153846,0.5652173913043478,0.6363636363636364
51,10,eda,0.6666666666666666,0.5652173913043478,0.6363636363636364
51,10,pupil,0.6282051282051282,0.6086956521739131,0.7272727272727273
52,2,hr,0.5512820512820513,0.2608695652173913,0.2727272727272727
52,2,eda,0.5384615384615384,0.6956521739130435,0.8181818181818182
52,2,pupil,0.5769230769230769,0.7391304347826086,0.9090909090909092
52,3,hr,0.5256410256410257,0.7391304347826086,0.9090909090909092
52,3,eda,0.5512820512820513,0.6521739130434783,0.5454545454545454
52,3,pupil,0.5769230769230769,0.7391304347826086,0.9090909090909092
52,4,hr,0.9743589743589745,0.7391304347826086,0.9090909090909092
52,4,eda,0.5641025641025641,0.4347826086956521,0.7272727272727273
52,4,pupil,0.5769230769230769,0.7391304347826086,0.9090909090909092
52,5,hr,0.8717948717948718,0.7391304347826086,0.9090909090909092
52,5,eda,0.5897435897435898,0.7391304347826086,0.9090909090909092
52,5,pupil,0.5769230769230769,0.391304347826087,0.1818181818181818
52,6,hr,0.7692307692307693,0.7391304347826086,0.9090909090909092
52,6,eda,0.5769230769230769,0.3043478260869565,0.5454545454545454
52,6,pupil,0.5769230769230769,0.7391304347826086,0.9090909090909092
52,7,hr,0.7307692307692307,0.7391304347826086,0.9090909090909092
52,7,eda,0.6025641025641025,0.4782608695652174,0.8181818181818182
52,7,pupil,0.5769230769230769,0.391304347826087,0.3636363636363636
52,8,hr,0.7948717948717948,0.7391304347826086,0.9090909090909092
52,8,eda,0.5769230769230769,0.391304347826087,0.5454545454545454
52,8,pupil,0.5897435897435898,0.7391304347826086,0.9090909090909092
52,9,hr,0.6666666666666666,0.7391304347826086,0.9090909090909092
52,9,eda,0.6410256410256411,0.1739130434782608,0.5454545454545454
52,9,pupil,0.5897435897435898,0.3043478260869565,0.0909090909090909
52,10,hr,0.5897435897435898,0.7391304347826086,0.9090909090909092
52,10,eda,0.6282051282051282,0.7391304347826086,0.8181818181818182
52,10,pupil,0.6025641025641025,0.7391304347826086,0.9090909090909092
53,2,hr,0.6025641025641025,0.5217391304347826,0.3636363636363636
53,2,eda,0.5512820512820513,0.6956521739130435,0.6363636363636364
53,2,pupil,0.5512820512820513,0.4347826086956521,0.2727272727272727
53,3,hr,0.6410256410256411,0.4782608695652174,0.7272727272727273
53,3,eda,0.5897435897435898,0.5652173913043478,0.5454545454545454
53,3,pupil,0.5512820512820513,0.5652173913043478,0.7272727272727273
53,4,hr,0.935897435897436,0.5652173913043478,0.7272727272727273
53,4,eda,0.6282051282051282,0.6956521739130435,0.8181818181818182
53,4,pupil,0.5512820512820513,0.5652173913043478,0.7272727272727273
53,5,hr,0.9615384615384616,0.5652173913043478,0.7272727272727273
53,5,eda,0.5769230769230769,0.4782608695652174,0.2727272727272727
53,5,pupil,0.5641025641025641,0.4782608695652174,0.7272727272727273
53,6,hr,0.9871794871794872,0.5652173913043478,0.7272727272727273
53,6,eda,0.5769230769230769,0.391304347826087,0.3636363636363636
53,6,pupil,0.5384615384615384,0.5217391304347826,0.2727272727272727
53,7,hr,1.0,0.5652173913043478,0.6363636363636364
53,7,eda,0.6794871794871795,0.391304347826087,0.3636363636363636
53,7,pupil,0.5641025641025641,0.6956521739130435,0.4545454545454545
53,8,hr,0.9743589743589745,0.5217391304347826,0.2727272727272727
53,8,eda,0.6410256410256411,0.4782608695652174,0.2727272727272727
53,8,pupil,0.5897435897435898,0.6086956521739131,0.1818181818181818
53,9,hr,0.9871794871794872,0.5652173913043478,0.7272727272727273
53,9,eda,0.6282051282051282,0.6956521739130435,0.4545454545454545
53,9,pupil,0.5512820512820513,0.5652173913043478,0.4545454545454545
53,10,hr,1.0,0.5652173913043478,0.7272727272727273
53,10,eda,0.7051282051282052,0.391304347826087,0.6363636363636364
53,10,pupil,0.5769230769230769,0.4347826086956521,0.7272727272727273
54,2,hr,0.6153846153846154,0.5217391304347826,0.7272727272727273
54,2,eda,0.6410256410256411,0.5652173913043478,0.8181818181818182
54,2,pupil,0.6282051282051282,0.5217391304347826,0.7272727272727273
54,3,hr,0.6153846153846154,0.4782608695652174,0.5454545454545454
54,3,eda,0.7051282051282052,0.5652173913043478,0.7272727272727273
54,3,pupil,0.6282051282051282,0.5217391304347826,0.7272727272727273
54,4,hr,0.8076923076923077,0.5217391304347826,0.7272727272727273
54,4,eda,0.717948717948718,0.5217391304347826,0.7272727272727273
54,4,pupil,0.6282051282051282,0.5217391304347826,0.7272727272727273
54,5,hr,0.782051282051282,0.5217391304347826,0.7272727272727273
54,5,eda,0.6923076923076923,0.5652173913043478,0.8181818181818182
54,5,pupil,0.6282051282051282,0.4782608695652174,0.6363636363636364
54,6,hr,0.782051282051282,0.5217391304347826,0.7272727272727273
54,6,eda,0.7051282051282052,0.6521739130434783,0.5454545454545454
54,6,pupil,0.6153846153846154,0.5217391304347826,0.7272727272727273
54,7,hr,0.8717948717948718,0.5217391304347826,0.7272727272727273
54,7,eda,0.717948717948718,0.6521739130434783,0.8181818181818182
54,7,pupil,0.6282051282051282,0.6086956521739131,0.5454545454545454
54,8,hr,0.8461538461538461,0.5217391304347826,0.7272727272727273
54,8,eda,0.782051282051282,0.5217391304347826,0.6363636363636364
54,8,pupil,0.6025641025641025,0.5217391304347826,0.7272727272727273
54,9,hr,0.9615384615384616,0.5217391304347826,0.7272727272727273
54,9,eda,0.7435897435897436,0.5652173913043478,0.6363636363636364
54,9,pupil,0.5897435897435898,0.5217391304347826,0.7272727272727273
54,10,hr,0.9487179487179488,0.5217391304347826,0.7272727272727273
54,10,eda,0.7307692307692307,0.5652173913043478,0.7272727272727273
54,10,pupil,0.6025641025641025,0.5652173913043478,0.7272727272727273
55,2,hr,0.5897435897435898,0.3478260869565217,0.6363636363636364
55,2,eda,0.4487179487179487,0.5217391304347826,0.4545454545454545
55,2,pupil,0.5897435897435898,0.4782608695652174,0.7272727272727273
55,3,hr,0.6153846153846154,0.4782608695652174,0.7272727272727273
55,3,eda,0.5128205128205128,0.4347826086956521,0.7272727272727273
55,3,pupil,0.5897435897435898,0.4782608695652174,0.7272727272727273
55,4,hr,0.5897435897435898,0.4782608695652174,0.7272727272727273
55,4,eda,0.4743589743589743,0.6086956521739131,0.2727272727272727
55,4,pupil,0.5897435897435898,0.4782608695652174,0.7272727272727273
55,5,hr,0.5897435897435898,0.4782608695652174,0.7272727272727273
55,5,eda,0.5256410256410257,0.4347826086956521,0.1818181818181818
55,5,pupil,0.5897435897435898,0.5217391304347826,0.7272727272727273
55,6,hr,0.5769230769230769,0.4782608695652174,0.7272727272727273
55,6,eda,0.5256410256410257,0.5217391304347826,0.7272727272727273
55,6,pupil,0.5897435897435898,0.4782608695652174,0.7272727272727273
55,7,hr,0.5897435897435898,0.4782608695652174,0.7272727272727273
55,7,eda,0.5769230769230769,0.5652173913043478,0.2727272727272727
55,7,pupil,0.5897435897435898,0.4782608695652174,0.7272727272727273
55,8,hr,0.5897435897435898,0.3478260869565217,0.6363636363636364
55,8,eda,0.5897435897435898,0.5652173913043478,0.6363636363636364
55,8,pupil,0.5897435897435898,0.4782608695652174,0.7272727272727273
55,9,hr,0.6410256410256411,0.4782608695652174,0.7272727272727273
55,9,eda,0.6153846153846154,0.4782608695652174,0.6363636363636364
55,9,pupil,0.5897435897435898,0.5217391304347826,0.7272727272727273
55,10,hr,0.5897435897435898,0.4782608695652174,0.7272727272727273
55,10,eda,0.6153846153846154,0.5217391304347826,0.2727272727272727
55,10,pupil,0.5897435897435898,0.4347826086956521,0.7272727272727273
